ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,LATITUDE,LONGITUDE,LOCATION
3512276,HK587712,2004-08-28,047XX S KEDZIE AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,911,9,14,58,6,1155838,1873050,2004,41.8074405,-87.70395585,"(41.8074405, -87.703955849)"
3406613,HK456306,2004-06-26,009XX N CENTRAL PARK AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1112,11,27,23,6,1152206,1906127,2004,41.89827996,-87.71640551,"(41.898279962, -87.716405505)"
8002131,HT233595,2011-04-04,043XX S WABASH AVE,820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,221,2,3,38,6,1177436,1876313,2011,41.81593313,-87.62464213,"(41.815933131, -87.624642127)"
7903289,HT133522,2010-12-30,083XX S KINGSTON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,423,4,7,46,6,1194622,1850125,2010,41.74366532,-87.56246276,"(41.743665322, -87.562462756)"
10402076,HZ138551,2016-02-02,033XX W 66TH ST,820,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,831,8,15,66,6,1155240,1860661,2016,41.7734553,-87.70648047,"(41.773455295, -87.706480471)"
7732712,HS540106,2010-09-29,006XX W CHICAGO AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1323,12,27,24,6,1171668,1905607,2010,41.89644677,-87.64493868,"(41.896446772, -87.644938678)"
10769475,HZ534771,2016-11-30,050XX N KEDZIE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1713,17,33,14,6,1154133,1933314,2016,41.97284491,-87.70860008,"(41.972844913, -87.708600079)"
4494340,HL793243,2005-12-16,005XX E PERSHING RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,213,2,3,38,6,1180448,1879234,2005,41.82387989,-87.61350386,"(41.823879885, -87.613503857)"
3778925,HL149610,2005-01-28,100XX S WASHTENAW AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2211,22,19,72,6,1160129,1838040,2005,41.71128051,-87.6891791,"(41.711280513, -87.689179097)"
3324217,HK361551,2004-05-13,033XX W BELMONT AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1733,17,35,21,6,1153590,1921084,2004,41.93929582,-87.71092344,"(41.939295821, -87.710923442)"
9902691,HX552797,2014-12-23,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,833,8,13,65,6,1145727,1853720,2014,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
7947964,HT180228,2011-02-26,012XX S HALSTED ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1232,12,25,28,6,1171230,1894421,2011,41.86576126,-87.64687598,"(41.865761261, -87.646875977)"
8568365,HV243612,2012-04-15,108XX S EMERALD AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2233,22,34,49,6,1173239,1832994,2012,41.69715437,-87.64131567,"(41.697154372, -87.641315669)"
5343947,HN200365,2007-02-26,011XX S CANAL ST,842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,FALSE,FALSE,131,1,2,28,6,1173307,1895342,2007,41.86824272,-87.63922391,"(41.868242722, -87.639223912)"
3121541,HK108680,2003-01-05,038XX W FLOURNOY ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1133,11,24,26,6,1150808,1896753,2003,41.87258418,-87.72178565,"(41.872584178, -87.72178565)"
10209850,HY396729,2015-08-24,026XX N ELSTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1432,14,1,22,6,1160867,1917657,2015,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
6866556,HR271603,2009-04-16,089XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,OTHER,TRUE,FALSE,413,4,8,48,6,1188475,1846086,2009,41.73273081,-87.58511413,"(41.732730806, -87.585114125)"
9681782,HX332132,2014-07-04,079XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,623,6,6,44,6,1177660,1852569,2014,41.75077211,-87.62453842,"(41.750772111, -87.624538423)"
9166453,HW303994,2013-06-04,055XX W GLADYS AVE,810,THEFT,OVER $500,VACANT LOT/LAND,FALSE,FALSE,1522,15,29,25,6,1139693,1897797,2013,41.87565911,-87.76256886,"(41.875659108, -87.762568861)"
7762423,HS569246,2010-10-17,058XX W ARTHINGTON ST,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1513,15,29,25,6,1137635,1895420,2010,41.8691736,-87.77018245,"(41.869173601, -87.770182447)"
10046030,HY234744,2015-04-24,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,1177338,1906213,2015,41.89798294,-87.62409563,"(41.897982937, -87.624095634)"
6233210,HP320451,2008-05-06,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,123,1,42,32,6,1176390,1900234,2008,41.8815977,-87.62775808,"(41.881597699, -87.627758082)"
5677874,HN484464,2007-07-22,0000X E 69TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,322,3,20,69,6,1178177,1859290,2007,41.76920358,-87.62244037,"(41.769203583, -87.622440369)"
11230490,JB151690,2018-02-14,036XX S ARCHER AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,912,9,11,59,6,1161614,1880357,2018,41.82737375,-87.68256806,"(41.827373751, -87.682568055)"
7172285,HR582990,2009-10-11,060XX S HALSTED ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,712,7,16,68,6,1171999,1865041,2009,41.78512289,-87.64491718,"(41.785122891, -87.644917177)"
7125811,HR535632,2009-09-13,044XX N ELSTON AVE,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,1722,17,39,14,6,1148062,1929262,2009,41.96184525,-87.7310293,"(41.961845248, -87.731029303)"
2219750,HH486939,2002-07-03,100XX W OHARE ST,870,THEFT,POCKET-PICKING,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2002,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
9296677,HW441620,2013-09-07,066XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,832,8,15,66,6,1161515,1860616,2013,41.773204,-87.68347884,"(41.773203996, -87.68347884)"
2889910,HJ561433,2003-08-13,104XX S HALSTED ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2233,22,34,73,6,1172824,1835651,2003,41.70445472,-87.64275716,"(41.704454724, -87.642757155)"
7173960,HR583513,2009-10-11,079XX S PARNELL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,621,6,17,44,6,1174008,1852295,2009,41.750102,-87.63792916,"(41.750101999, -87.637929163)"
9859793,HX509438,2014-11-16,002XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,113,1,42,32,6,1177328,1899333,2014,41.87910409,-87.62434115,"(41.879104092, -87.62434115)"
7868443,HS681158,2010-12-21,036XX S GILES AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,212,2,2,35,6,1178860,1880905,2010,41.8285016,-87.61927867,"(41.828501601, -87.61927867)"
3314082,HK350670,2004-05-07,031XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2332,19,44,6,6,1171693,1921311,2004,41.93953877,-87.64438351,"(41.939538767, -87.644383505)"
1516518,G256545,2001-05-04,045XX S DAMEN AV,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,TRUE,FALSE,914,9,,,6,1163610,1874345,2001,41.81083442,-87.6754139,"(41.810834416, -87.675413895)"
10952376,JA272438,2017-05-20,028XX W 21ST ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1023,10,12,30,6,1157493,1889929,2017,41.85372509,-87.69742748,"(41.853725089, -87.697427476)"
2000970,HH201585,2002-02-22,024XX N MILWAUKEE AV,810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1414,14,,,6,1156341,1915936,2002,41.92511408,-87.70095228,"(41.925114077, -87.700952275)"
1476982,G212935,2001-04-14,007XX N GREEN ST,850,THEFT,ATTEMPT THEFT,MOVIE HOUSE/THEATER,FALSE,FALSE,1323,12,,,6,1170623,1905487,2001,41.89614043,-87.64878026,"(41.896140428, -87.648780261)"
4273693,HL590300,2005-08-31,009XX N SACRAMENTO BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1311,12,26,23,6,1156004,1906299,2005,41.89867615,-87.70245104,"(41.898676154, -87.702451037)"
4067549,HL409680,2005-06-09,069XX S SANGAMON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,733,7,17,68,6,1171170,1858915,2005,41.76833059,-87.64813561,"(41.768330593, -87.648135609)"
4718689,HM324025,2006-05-01,0000X W ELM ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1824,18,42,8,6,1175504,1908078,2006,41.903142,-87.63077557,"(41.903141995, -87.63077557)"
1845995,G662598,2001-11-03,0000X N STATE ST,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,122,1,,,6,1176398,1900691,2001,41.88285155,-87.62771491,"(41.882851552, -87.627714909)"
8678872,HV353560,2012-04-15,072XX S PAXTON AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,333,3,5,43,6,1192140,1857319,2012,41.76346691,-87.57132336,"(41.763466911, -87.571323359)"
6855661,HR261581,2009-04-10,017XX W CERMAK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1034,10,25,31,6,1165218,1889459,2009,41.85227488,-87.66908723,"(41.852274879, -87.66908723)"
4385612,HL680775,2005-10-14,017XX N HERMITAGE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1433,14,32,24,6,1164410,1911688,2005,41.91329017,-87.67142355,"(41.913290173, -87.671423547)"
4929211,HM543491,2006-06-29,021XX W ROSCOE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1913,19,32,5,6,1161308,1922552,2006,41.94316683,-87.68251667,"(41.943166826, -87.682516667)"
9978032,HY167451,2015-02-27,063XX S YALE AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,722,7,20,68,6,1175585,1863128,2015,41.77979388,-87.63182661,"(41.779793875, -87.631826613)"
10190267,HY377901,2015-08-10,026XX N MILWAUKEE AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1412,14,35,22,6,1154504,1917426,2015,41.92923973,-87.70766234,"(41.929239732, -87.707662339)"
9575333,HX225704,2014-04-16,002XX W MONROE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,2,32,6,1174585,1899875,2014,41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
2688426,HJ308632,2003-04-17,017XX N AUSTIN AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2531,25,29,25,6,1136138,1910943,2003,41.91179756,-87.77530779,"(41.911797557, -87.775307788)"
8854340,HV528008,2012-10-20,029XX N LAKE SHORE DR,890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1934,19,44,6,6,1173772,1920055,2012,41.93604616,-87.63678016,"(41.936046155, -87.636780157)"
3704662,HK801112,2004-12-10,055XX S WELLS ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,711,7,3,68,6,1175549,1868101,2004,41.79344111,-87.63180984,"(41.793441113, -87.631809838)"
7724785,HS532107,2010-09-11,065XX S ST LAWRENCE AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,321,3,20,42,6,1181360,1861718,2010,41.77579347,-87.61069831,"(41.775793468, -87.61069831)"
10943516,JA261898,2017-05-13,0000X N LATROBE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1522,15,28,25,6,1141381,1899903,2017,41.88140727,-87.75631908,"(41.88140727, -87.756319082)"
11185089,JA559176,2017-12-20,019XX S MILLARD AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1014,10,24,29,6,1152346,1890287,2017,41.85481053,-87.71630954,"(41.854810528, -87.716309542)"
11072808,JA412895,2017-08-31,011XX N KARLOV AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1111,11,37,23,6,1148843,1907272,2017,41.90148766,-87.728728,"(41.901487656, -87.728728004)"
10084732,HY273740,2015-05-24,004XX N STATE ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1176302,1903096,2015,41.88945317,-87.62799483,"(41.889453169, -87.627994833)"
10485657,HZ224258,2016-04-12,017XX N LUNA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2532,25,37,25,6,1139131,1911034,2016,41.91199331,-87.76431002,"(41.911993311, -87.764310023)"
2963994,HJ652747,2003-09-26,022XX W HARRISON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,12,2,28,6,1161653,1897333,2003,41.87395682,-87.68195253,"(41.873956822, -87.681952527)"
1340847,G040244,2001-01-19,063XX N NAGLE AV,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,1611,16,,,6,1132586,1941599,2001,41.99598354,-87.78763989,"(41.99598354, -87.787639887)"
2771112,HJ415128,2003-06-08,037XX S WOLCOTT AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,922,9,11,59,6,1164300,1879991,2003,41.82631315,-87.67272382,"(41.826313153, -87.67272382)"
8861185,HV534721,2012-10-25,017XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,1811,18,32,7,6,1164140,1915989,2012,41.92509811,-87.67229367,"(41.925098106, -87.672293669)"
11143628,JA503725,2017-11-08,058XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,713,7,15,67,6,1166676,1865801,2017,41.78732372,-87.66441195,"(41.787323718, -87.664411954)"
5214424,HM803061,2006-12-31,029XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1931,19,32,6,6,1165142,1919763,2006,41.93543292,-87.66850434,"(41.935432921, -87.668504341)"
5931425,HN731220,2007-11-21,003XX S WACKER DR,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,32,6,1173916,1898816,2007,41.87776207,-87.63688469,"(41.877762073, -87.63688469)"
6622100,HP691879,2008-11-17,046XX S DREXEL BLVD,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2123,2,4,39,6,1183100,1874490,2008,41.81080062,-87.60392245,"(41.810800619, -87.603922445)"
8863261,HV537004,2012-10-25,054XX N ASHLAND AVE,810,THEFT,OVER $500,OTHER,FALSE,TRUE,2012,20,40,77,6,1164674,1936421,2012,41.98115315,-87.6697502,"(41.981153152, -87.669750197)"
6731976,HR149903,2009-02-02,010XX W BELMONT AVE,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,1924,19,44,6,6,1168964,1921423,2009,41.93990585,-87.65441005,"(41.939905846, -87.654410045)"
9664739,HX314361,2014-06-21,018XX W 22ND PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,6,1164340,1889153,2014,41.85145378,-87.67231838,"(41.851453777, -87.672318382)"
8670090,HV345270,2012-06-20,013XX W 51ST ST,890,THEFT,FROM BUILDING,CONSTRUCTION SITE,FALSE,FALSE,933,9,16,61,6,1168063,1870939,2012,41.80139327,-87.65917869,"(41.801393265, -87.659178692)"
7505841,HS308747,2010-05-15,004XX E 95TH ST,890,THEFT,FROM BUILDING,GAS STATION,FALSE,FALSE,633,6,9,49,6,1180667,1842071,2010,41.72189586,-87.61384102,"(41.721895856, -87.613841024)"
3637126,HK728309,2004-11-03,008XX N KEDZIE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1121,11,27,23,6,1154891,1905271,2004,41.89587761,-87.70656663,"(41.895877613, -87.706566627)"
4153041,HL005270,2005-07-12,008XX N CICERO AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,1111,11,37,25,6,1144207,1904963,2005,41.8952399,-87.74581479,"(41.895239896, -87.745814792)"
10102551,HY291329,2015-06-06,028XX W DEVON AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,2413,24,50,2,6,1156278,1942331,2015,41.9975448,-87.70046744,"(41.997544797, -87.700467444)"
2988938,HJ678713,2003-10-07,050XX S KEDZIE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,63,6,1155893,1871118,2003,41.80213772,-87.70380602,"(41.802137724, -87.703806024)"
10225755,HY412959,2015-09-05,065XX S HOYNE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,726,7,15,67,6,1163490,1861218,2015,41.77481479,-87.67622207,"(41.774814785, -87.676222073)"
9499852,HX155070,2014-02-17,002XX E MARQUETTE RD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,322,3,20,69,6,1178939,1860641,2014,41.77289355,-87.61960616,"(41.772893552, -87.61960616)"
8727329,HV402967,2012-07-27,062XX S MC VICKER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,812,8,23,64,6,1137145,1862622,2012,41.77917942,-87.77276701,"(41.779179421, -87.772767014)"
9682442,HX332979,2014-07-05,042XX W 55TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,813,8,13,62,6,1148818,1867790,2014,41.79314445,-87.72983895,"(41.793144448, -87.729838952)"
3013050,HJ710634,2003-10-22,070XX S WESTERN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,832,8,17,66,6,1161593,1857866,2003,41.76565599,-87.6832691,"(41.765655988, -87.683269102)"
9509922,HX165034,2014-02-25,109XX S CHURCH ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2212,22,19,75,6,1167242,1831951,2014,41.69442233,-87.66330302,"(41.694422332, -87.663303015)"
6980726,HR385117,2009-06-20,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,833,8,13,65,6,1145727,1853720,2009,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
7428379,HS230912,2010-03-29,113XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2233,22,34,49,6,1174990,1829768,2010,41.68826295,-87.63500028,"(41.688262954, -87.635000281)"
3808095,HL177398,2005-02-12,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1432,14,1,22,6,1160867,1917657,2005,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
2405698,HH702524,2002-10-09,025XX W FLOURNOY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1135,11,2,28,6,1159336,1896944,2002,41.8729373,-87.69047017,"(41.872937304, -87.690470166)"
11048967,JA384163,2017-08-02,028XX N Maplewood Ave,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1411,14,1,21,6,1158865,1918857,2017,41.93307805,-87.69159758,"(41.933078052, -87.691597583)"
2975480,HJ672058,2003-10-01,016XX N OAKLEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,14,1,24,6,1160770,1911006,2003,41.91149502,-87.68481506,"(41.911495021, -87.684815055)"
8134254,HT368471,2011-06-26,069XX N WOLCOTT AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2424,24,49,1,6,1162360,1945827,2011,42.00701239,-87.67799561,"(42.007012388, -87.67799561)"
10012707,HY202462,2015-03-28,056XX W BYRON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1633,16,38,15,6,1138080,1925360,2015,41.95132446,-87.76782401,"(41.95132446, -87.767824012)"
9704121,HX354359,2014-07-21,032XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1033,10,12,30,6,1155548,1883013,2014,41.83478608,-87.70475217,"(41.834786077, -87.704752166)"
10409937,HZ146741,2016-02-09,006XX W 87TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,622,6,21,71,6,1173383,1847259,2016,41.7362964,-87.64036804,"(41.736296397, -87.64036804)"
1612358,G376790,2001-06-28,0000X S STATE ST,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,123,1,,,6,1176418,1900379,2001,41.88199496,-87.62765089,"(41.881994955, -87.62765089)"
9612532,HX262353,2014-05-14,084XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1614,16,41,76,6,1118919,1936092,2014,41.98109971,-87.83803283,"(41.981099706, -87.838032833)"
6231712,HP317516,2008-05-05,061XX S NARRAGANSETT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,812,8,23,64,6,1134794,1863173,2008,41.7807332,-87.78137324,"(41.7807332, -87.781373244)"
10585295,HZ335434,2016-07-03,040XX N KEDVALE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1722,17,39,16,6,1148122,1926708,2016,41.95483572,-87.73087472,"(41.95483572, -87.730874723)"
7865597,HS678732,2010-12-27,063XX S HALSTED ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,723,7,20,68,6,1172055,1862918,2010,41.77929591,-87.64477419,"(41.779295906, -87.644774188)"
4029579,HL382289,2005-05-27,001XX E GRAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1834,18,42,8,6,1177533,1903942,2005,41.89174678,-87.62344844,"(41.891746779, -87.623448439)"
4778195,HM392612,2006-06-03,057XX N MAGNOLIA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2013,20,48,77,6,1166924,1938218,2006,41.98603604,-87.6614236,"(41.986036039, -87.661423603)"
2522757,HH869886,2002-12-31,048XX W NORTH AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,1143844,1910199,2002,41.90961488,-87.74701658,"(41.909614875, -87.747016581)"
7054414,HR460350,2009-08-01,062XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,714,7,15,67,6,1166078,1863385,2009,41.78070666,-87.66667324,"(41.780706656, -87.666673244)"
4533063,HM117889,2006-01-11,010XX E 111TH ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,513,5,9,50,6,1184891,1831392,2006,41.69249346,-87.59870306,"(41.692493455, -87.598703055)"
